experiment,model,split,n,threshold,accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,brier,ece,seed,fold,template,source_domain,artifact_condition,adversarial_rate
template_held_out,LR-Structural,template_test,90,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,ADMINISTRATOR_DIRECTIVE,,,
template_held_out,LR-SBERT+Structural,template_test,90,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,ADMINISTRATOR_DIRECTIVE,,,
template_held_out,LR-All,template_test,90,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,ADMINISTRATOR_DIRECTIVE,,,
template_held_out,FusionNN,template_test,90,0.66,1.0,1.0,1.0,1.0,1.0,,,,,,,ADMINISTRATOR_DIRECTIVE,,,
template_held_out,LR-TFIDF,template_test,78,0.47,0.6794871794871795,0.8181818181818182,0.46153846153846156,0.5901639344262295,0.39886201760873286,,,,,,,DEVELOPER_ACCESS_NOTE,,,
template_held_out,LR-SBERT,template_test,78,0.64,0.8076923076923077,0.9,0.6923076923076923,0.782608695652174,0.6324555320336759,,,,,,,DEVELOPER_ACCESS_NOTE,,,
template_held_out,LR-Structural,template_test,78,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,DEVELOPER_ACCESS_NOTE,,,
template_held_out,LR-SBERT+Structural,template_test,78,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,DEVELOPER_ACCESS_NOTE,,,
template_held_out,LR-All,template_test,78,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,DEVELOPER_ACCESS_NOTE,,,
template_held_out,FusionNN,template_test,78,0.66,1.0,1.0,1.0,1.0,1.0,,,,,,,DEVELOPER_ACCESS_NOTE,,,
template_held_out,LR-TFIDF,template_test,72,0.47,0.6944444444444444,0.8181818181818182,0.5,0.6206896551724138,0.42211588240886905,,,,,,,IT_SUPPORT_AUDIT,,,
template_held_out,LR-SBERT,template_test,72,0.64,0.9166666666666666,0.96875,0.8611111111111112,0.9117647058823529,0.8385254915624211,,,,,,,IT_SUPPORT_AUDIT,,,
template_held_out,LR-Structural,template_test,72,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,IT_SUPPORT_AUDIT,,,
template_held_out,LR-SBERT+Structural,template_test,72,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,IT_SUPPORT_AUDIT,,,
template_held_out,LR-All,template_test,72,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,IT_SUPPORT_AUDIT,,,
template_held_out,FusionNN,template_test,72,0.66,0.9861111111111112,1.0,0.9722222222222222,0.9859154929577465,0.9725975251592747,,,,,,,IT_SUPPORT_AUDIT,,,
template_held_out,LR-TFIDF,template_test,76,0.47,0.618421052631579,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.27348170645824377,,,,,,,PRIORITY_INSTRUCTION,,,
template_held_out,LR-SBERT,template_test,76,0.64,0.8947368421052632,0.9411764705882353,0.8421052631578947,0.8888888888888888,0.7938841860374447,,,,,,,PRIORITY_INSTRUCTION,,,
template_held_out,LR-Structural,template_test,76,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,PRIORITY_INSTRUCTION,,,
template_held_out,LR-SBERT+Structural,template_test,76,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,PRIORITY_INSTRUCTION,,,
template_held_out,LR-All,template_test,76,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,PRIORITY_INSTRUCTION,,,
template_held_out,FusionNN,template_test,76,0.66,0.9868421052631579,0.9743589743589743,1.0,0.987012987012987,0.9740215340114143,,,,,,,PRIORITY_INSTRUCTION,,,
template_held_out,LR-TFIDF,template_test,80,0.47,0.6875,0.7419354838709677,0.575,0.647887323943662,0.38486850434308906,,,,,,,SECURITY_ADVISORY,,,
template_held_out,LR-SBERT,template_test,80,0.64,0.925,0.925,0.925,0.925,0.85,,,,,,,SECURITY_ADVISORY,,,
template_held_out,LR-Structural,template_test,80,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,SECURITY_ADVISORY,,,
template_held_out,LR-SBERT+Structural,template_test,80,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SECURITY_ADVISORY,,,
template_held_out,LR-All,template_test,80,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SECURITY_ADVISORY,,,
template_held_out,FusionNN,template_test,80,0.66,0.9875,0.975609756097561,1.0,0.9876543209876543,0.9753048303966929,,,,,,,SECURITY_ADVISORY,,,
template_held_out,LR-TFIDF,template_test,80,0.47,0.7625,0.8387096774193549,0.65,0.7323943661971831,0.5388159060803247,,,,,,,SECURITY_VERIFICATION_NOTICE,,,
template_held_out,LR-SBERT,template_test,80,0.64,0.9625,0.9743589743589743,0.95,0.9620253164556962,0.9252891980686574,,,,,,,SECURITY_VERIFICATION_NOTICE,,,
template_held_out,LR-Structural,template_test,80,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,SECURITY_VERIFICATION_NOTICE,,,
template_held_out,LR-SBERT+Structural,template_test,80,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SECURITY_VERIFICATION_NOTICE,,,
template_held_out,LR-All,template_test,80,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SECURITY_VERIFICATION_NOTICE,,,
template_held_out,FusionNN,template_test,80,0.66,0.9875,1.0,0.975,0.9873417721518988,0.9753048303966929,,,,,,,SECURITY_VERIFICATION_NOTICE,,,
template_held_out,LR-TFIDF,template_test,76,0.47,0.6842105263157895,0.7916666666666666,0.5,0.6129032258064516,0.39629696195060854,,,,,,,SYSTEM_DIRECTIVE_OVERRIDE,,,
template_held_out,LR-SBERT,template_test,76,0.64,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9473684210526315,,,,,,,SYSTEM_DIRECTIVE_OVERRIDE,,,
template_held_out,LR-Structural,template_test,76,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,SYSTEM_DIRECTIVE_OVERRIDE,,,
template_held_out,LR-SBERT+Structural,template_test,76,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SYSTEM_DIRECTIVE_OVERRIDE,,,
template_held_out,LR-All,template_test,76,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SYSTEM_DIRECTIVE_OVERRIDE,,,
template_held_out,FusionNN,template_test,76,0.66,0.9868421052631579,1.0,0.9736842105263158,0.9866666666666667,0.9740215340114143,,,,,,,SYSTEM_DIRECTIVE_OVERRIDE,,,
template_held_out,LR-TFIDF,template_test,74,0.47,0.6216216216216216,0.6956521739130435,0.43243243243243246,0.5333333333333333,0.26278072311320266,,,,,,,SYSTEM_UPDATE,,,
template_held_out,LR-SBERT,template_test,74,0.64,0.918918918918919,0.9696969696969697,0.8648648648648649,0.9142857142857143,0.8427772341319071,,,,,,,SYSTEM_UPDATE,,,
template_held_out,LR-Structural,template_test,74,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,SYSTEM_UPDATE,,,
template_held_out,LR-SBERT+Structural,template_test,74,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SYSTEM_UPDATE,,,
template_held_out,LR-All,template_test,74,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,SYSTEM_UPDATE,,,
template_held_out,FusionNN,template_test,74,0.66,0.9864864864864865,1.0,0.972972972972973,0.9863013698630136,0.9733285267845752,,,,,,,SYSTEM_UPDATE,,,
template_held_out,LR-TFIDF,template_test,88,0.47,0.5681818181818182,0.6071428571428571,0.38636363636363635,0.4722222222222222,0.14638501094227996,,,,,,,URGENT_ACTION_REQUIRED,,,
template_held_out,LR-SBERT,template_test,88,0.64,0.9659090909090909,1.0,0.9318181818181818,0.9647058823529412,0.933991662453105,,,,,,,URGENT_ACTION_REQUIRED,,,
template_held_out,LR-Structural,template_test,88,0.51,1.0,1.0,1.0,1.0,1.0,,,,,,,URGENT_ACTION_REQUIRED,,,
template_held_out,LR-SBERT+Structural,template_test,88,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,URGENT_ACTION_REQUIRED,,,
template_held_out,LR-All,template_test,88,0.33,1.0,1.0,1.0,1.0,1.0,,,,,,,URGENT_ACTION_REQUIRED,,,
template_held_out,FusionNN,template_test,88,0.66,1.0,1.0,1.0,1.0,1.0,,,,,,,URGENT_ACTION_REQUIRED,,,
external_transfer,FusionNN,mendeley_2025,10191,0.66,0.335884604062408,0.90625,0.004268472181336473,0.00849692352768825,0.02852412748886258,0.6423806690503985,0.7704541343614499,,,,,,,,
external_transfer,LR-TFIDF,mendeley_2025,10191,0.47,0.40996958100284564,0.9055036344755971,0.12834854283191052,0.2248291865411886,0.16366927416276952,0.6695313723367922,0.801316627066905,,,,,,,,
external_transfer,LR-SBERT,mendeley_2025,10191,0.64,0.3598272985968011,0.8375,0.04930821312923168,0.09313316652766195,0.0732479276924953,0.6093567814992692,0.7532108072706589,,,,,,,,
external_transfer,LR-Structural,mendeley_2025,10191,0.51,0.3333333333333333,0.0,0.0,0.0,0.0,0.9247846915783715,0.9646553676191088,,,,,,,,
external_transfer,LR-SBERT+Structural,mendeley_2025,10191,0.33,0.33372583652242177,1.0,0.0005887547836326171,0.0011768167107972932,0.014011732732502275,0.6335608944809135,0.7737013601005617,,,,,,,,
external_transfer,LR-All,mendeley_2025,10191,0.33,0.33372583652242177,1.0,0.0005887547836326171,0.0011768167107972932,0.014011732732502275,0.6334212017062277,0.7736205287984441,,,,,,,,
external_transfer,DistilBERT,mendeley_2025,10191,0.1,0.4878814640368953,0.6331811263318112,0.5510744774801295,0.589281498386716,-0.08351166020933899,0.5254340290039289,0.7701748604208849,,,,,,,,
