model,row_id,fold,seed,group_id,y_true,oof_probability
LR-TFIDF,HAM-0373,2,42,257,0,0.4752025604248047
LR-TFIDF,SPAM-0031,3,42,258,1,0.8560652136802673
LR-TFIDF,HAM-0312,5,42,260,0,0.4482576847076416
LR-TFIDF,SPAM-0301,1,42,261,1,0.8252333402633667
LR-TFIDF,SPAM-0200,2,42,262,1,0.4292621910572052
LR-TFIDF,HAM-0091,3,42,263,0,0.3404598832130432
LR-TFIDF,SPAM-0069,4,42,265,1,0.5313233137130737
LR-TFIDF,SPAM-0420,5,42,266,1,0.43560439348220825
LR-TFIDF,HAM-0165,1,42,267,0,0.3955557346343994
LR-TFIDF,SPAM-0104,3,42,268,1,0.5505883693695068
LR-TFIDF,SPAM-0361,2,42,269,1,0.5358820557594299
LR-TFIDF,HAM-0172,5,42,271,0,0.5415859222412109
LR-TFIDF,HAM-0226,4,42,272,0,0.46756452322006226
LR-TFIDF,SPAM-0253,1,42,273,1,0.5400406718254089
LR-TFIDF,HAM-0171,2,42,275,0,0.4212174117565155
LR-TFIDF,HAM-0203,4,42,276,0,0.5176897644996643
LR-TFIDF,HAM-0497,3,42,277,0,0.34952911734580994
LR-TFIDF,HAM-0156,5,42,278,0,0.4192635416984558
LR-TFIDF,SPAM-0298,5,42,279,1,0.5603495836257935
LR-TFIDF,HAM-0340,1,42,280,0,0.5419948697090149
LR-TFIDF,SPAM-0216,2,42,282,1,0.5078851580619812
LR-TFIDF,SPAM-0177,3,42,283,1,0.50699383020401
LR-TFIDF,HAM-0129,4,42,285,0,0.4090385138988495
LR-TFIDF,HAM-0449,2,42,286,0,0.4409900903701782
LR-TFIDF,HAM-0400,3,42,287,0,0.4853264391422272
LR-TFIDF,SPAM-0025,5,42,288,1,0.7706305384635925
LR-TFIDF,HAM-0399,5,42,289,0,0.36255982518196106
LR-TFIDF,HAM-0142,1,42,291,0,0.3986464738845825
LR-TFIDF,SPAM-0205,4,42,292,1,0.5622013807296753
LR-TFIDF,HAM-0086,1,42,293,0,0.6099529266357422
LR-TFIDF,SPAM-0085,2,42,295,1,0.6405853629112244
LR-TFIDF,SPAM-0496,3,42,296,1,0.5589951276779175
LR-TFIDF,HAM-0456,4,42,297,0,0.5154662728309631
LR-TFIDF,SPAM-0014,4,42,298,1,0.5249195694923401
LR-TFIDF,HAM-0348,1,42,299,0,0.4398975074291229
LR-TFIDF,HAM-0304,2,42,301,0,0.4511839747428894
LR-TFIDF,HAM-0482,3,42,302,0,0.3473573625087738
LR-TFIDF,HAM-0087,5,42,303,0,0.46556356549263
LR-TFIDF,HAM-0267,1,42,304,0,0.5514335036277771
LR-TFIDF,SPAM-0314,2,42,306,1,0.4309386909008026
LR-TFIDF,HAM-0287,5,42,307,0,0.47508499026298523
LR-TFIDF,SPAM-0464,3,42,308,1,0.517155110836029
LR-TFIDF,HAM-0199,4,42,309,0,0.4819216728210449
LR-TFIDF,SPAM-0046,1,42,311,1,0.5220445990562439
LR-TFIDF,HAM-0493,2,42,312,0,0.41346117854118347
LR-TFIDF,SPAM-0341,3,42,313,1,0.4714375436306
LR-TFIDF,SPAM-0356,4,42,314,1,0.5715863108634949
LR-TFIDF,SPAM-0305,5,42,316,1,0.5719872117042542
LR-TFIDF,HAM-0444,5,42,317,0,0.4051581025123596
LR-TFIDF,HAM-0362,1,42,318,0,0.38236844539642334
LR-TFIDF,SPAM-0156,2,42,320,1,0.4736262559890747
LR-TFIDF,HAM-0014,3,42,321,0,0.3924454152584076
LR-TFIDF,HAM-0447,4,42,322,0,0.4054636061191559
LR-TFIDF,SPAM-0445,1,42,323,1,0.5965911149978638
LR-TFIDF,SPAM-0451,4,42,324,1,0.6037283539772034
LR-TFIDF,SPAM-0495,2,42,326,1,0.720335841178894
LR-TFIDF,HAM-0230,5,42,327,0,0.5404588580131531
LR-TFIDF,SPAM-0054,3,42,328,1,0.6455626487731934
LR-TFIDF,HAM-0045,1,42,330,0,0.4694759249687195
LR-TFIDF,HAM-0068,2,42,331,0,0.3896872103214264
LR-TFIDF,SPAM-0089,3,42,332,1,0.595207691192627
LR-TFIDF,HAM-0467,4,42,333,0,0.42838120460510254
LR-TFIDF,HAM-0228,5,42,335,0,0.38942813873291016
LR-TFIDF,HAM-0158,1,42,336,0,0.455626904964447
LR-TFIDF,HAM-0003,2,42,337,0,0.4638887047767639
LR-TFIDF,SPAM-0394,4,42,338,1,0.5689375400543213
LR-TFIDF,SPAM-0209,5,42,340,1,0.49526503682136536
LR-TFIDF,HAM-0163,3,42,341,0,0.39408642053604126
LR-TFIDF,HAM-0394,3,42,342,0,0.4343887269496918
LR-TFIDF,SPAM-0322,1,42,343,1,0.4932028651237488
LR-TFIDF,HAM-0421,2,42,345,0,0.5043846368789673
LR-TFIDF,HAM-0079,4,42,346,0,0.4565241038799286
LR-TFIDF,SPAM-0436,5,42,347,1,0.5271306037902832
LR-TFIDF,HAM-0433,1,42,348,0,0.3371535539627075
LR-TFIDF,HAM-0127,2,42,350,0,0.4487030506134033
LR-TFIDF,HAM-0152,4,42,351,0,0.42645618319511414
LR-TFIDF,SPAM-0007,3,42,352,1,0.6063783764839172
LR-TFIDF,SPAM-0459,5,42,353,1,0.4211012125015259
LR-TFIDF,SPAM-0096,3,42,355,1,0.4820978045463562
LR-TFIDF,HAM-0300,1,42,356,0,0.3901088535785675
LR-TFIDF,HAM-0349,2,42,357,0,0.517844021320343
LR-TFIDF,HAM-0096,5,42,358,0,0.45662787556648254
LR-TFIDF,HAM-0222,4,42,359,0,0.42650261521339417
LR-TFIDF,HAM-0284,4,42,361,0,0.3768037259578705
LR-TFIDF,SPAM-0192,1,42,362,1,0.38679078221321106
LR-TFIDF,HAM-0117,2,42,363,0,0.4869782030582428
LR-TFIDF,SPAM-0270,3,42,365,1,0.367122620344162
LR-TFIDF,HAM-0140,5,42,366,0,0.4218864142894745
LR-TFIDF,SPAM-0482,2,42,367,1,0.5645044445991516
LR-TFIDF,SPAM-0077,1,42,368,1,0.5233655571937561
LR-TFIDF,HAM-0401,3,42,370,0,0.39330658316612244
LR-TFIDF,SPAM-0490,4,42,371,1,0.5158867835998535
LR-TFIDF,SPAM-0302,5,42,372,1,0.40039944648742676
LR-TFIDF,SPAM-0139,3,42,373,1,0.5949512720108032
LR-TFIDF,HAM-0175,1,42,374,0,0.45050281286239624
LR-TFIDF,HAM-0119,2,42,376,0,0.4275517165660858
LR-TFIDF,SPAM-0035,4,42,377,1,0.4744991958141327
LR-TFIDF,HAM-0051,5,42,378,0,0.44498777389526367
LR-TFIDF,HAM-0028,1,42,379,0,0.3861590623855591
LR-TFIDF,HAM-0178,5,42,380,0,0.35533633828163147
LR-TFIDF,HAM-0257,2,42,382,0,0.46015089750289917
LR-TFIDF,HAM-0462,3,42,383,0,0.465321809053421
LR-TFIDF,SPAM-0264,4,42,384,1,0.6903166770935059
LR-TFIDF,HAM-0072,1,42,386,0,0.4357995390892029
LR-TFIDF,HAM-0379,2,42,387,0,0.5468583703041077
LR-TFIDF,SPAM-0256,4,42,388,1,0.5252935290336609
LR-TFIDF,SPAM-0102,3,42,390,1,0.5115978121757507
LR-TFIDF,HAM-0277,5,42,391,0,0.47319266200065613
LR-TFIDF,HAM-0347,1,42,392,0,0.44294682145118713
LR-TFIDF,HAM-0200,2,42,393,0,0.3577180504798889
LR-TFIDF,SPAM-0030,4,42,395,1,0.42961210012435913
LR-TFIDF,SPAM-0463,5,42,396,1,0.3604108393192291
LR-TFIDF,HAM-0454,3,42,398,0,0.380893349647522
LR-TFIDF,HAM-0040,1,42,399,0,0.344544917345047
LR-TFIDF,HAM-0365,2,42,401,0,0.45791688561439514
LR-TFIDF,SPAM-0116,3,42,402,1,0.6643461585044861
LR-TFIDF,HAM-0074,4,42,403,0,0.5154032707214355
LR-TFIDF,HAM-0301,5,42,404,0,0.39205020666122437
LR-TFIDF,HAM-0486,1,42,406,0,0.33588260412216187
LR-TFIDF,SPAM-0414,2,42,407,1,0.5109192728996277
LR-TFIDF,SPAM-0056,4,42,408,1,0.47331854701042175
LR-TFIDF,HAM-0445,3,42,409,0,0.37855738401412964
LR-TFIDF,HAM-0289,5,42,411,0,0.4355217516422272
LR-TFIDF,SPAM-0441,5,42,412,1,0.4790765047073364
LR-TFIDF,SPAM-0182,1,42,413,1,0.5702806115150452
LR-TFIDF,SPAM-0250,2,42,414,1,0.535302996635437
LR-TFIDF,SPAM-0185,3,42,416,1,0.4838642477989197
LR-TFIDF,SPAM-0208,4,42,417,1,0.5518917441368103
LR-TFIDF,HAM-0439,3,42,418,0,0.35066214203834534
LR-TFIDF,HAM-0291,4,42,419,0,0.4431760609149933
LR-TFIDF,SPAM-0175,1,42,420,1,0.5868535041809082
LR-TFIDF,HAM-0109,2,42,421,0,0.4888461232185364
LR-TFIDF,HAM-0022,5,42,423,0,0.3460080921649933
LR-TFIDF,HAM-0271,1,42,424,0,0.4686875641345978
LR-TFIDF,SPAM-0160,3,42,426,1,0.4933355748653412
LR-TFIDF,HAM-0170,2,42,427,0,0.5290598273277283
LR-TFIDF,HAM-0402,4,42,428,0,0.39018985629081726
LR-TFIDF,HAM-0331,5,42,429,0,0.43612056970596313
LR-TFIDF,SPAM-0344,1,42,430,1,0.6374616026878357
LR-TFIDF,HAM-0043,4,42,432,0,0.42887401580810547
LR-TFIDF,HAM-0088,2,42,433,0,0.42077234387397766
LR-TFIDF,HAM-0360,3,42,434,0,0.42638128995895386
LR-TFIDF,SPAM-0365,5,42,436,1,0.5077547430992126
LR-TFIDF,HAM-0029,1,42,437,0,0.5050033926963806
LR-TFIDF,HAM-0244,4,42,438,0,0.38669830560684204
LR-TFIDF,HAM-0495,2,42,439,0,0.4525391757488251
LR-TFIDF,SPAM-0075,3,42,441,1,0.46251362562179565
LR-TFIDF,SPAM-0202,5,42,442,1,0.7753024101257324
LR-TFIDF,HAM-0048,1,42,443,0,0.531716525554657
LR-TFIDF,SPAM-0180,2,42,444,1,0.5563101768493652
LR-TFIDF,HAM-0333,5,42,446,0,0.5659898519515991
LR-TFIDF,HAM-0440,3,42,447,0,0.4502999782562256
LR-TFIDF,HAM-0335,4,42,448,0,0.494617760181427
LR-TFIDF,HAM-0042,1,42,449,0,0.5104684233665466
LR-TFIDF,SPAM-0091,1,42,451,1,0.49438562989234924
LR-TFIDF,HAM-0351,2,42,452,0,0.3043602705001831
LR-TFIDF,SPAM-0254,3,42,453,1,0.448545902967453
LR-TFIDF,SPAM-0171,4,42,454,1,0.5554544925689697
LR-TFIDF,SPAM-0472,5,42,456,1,0.5683753490447998
LR-TFIDF,SPAM-0068,2,42,457,1,0.5936778783798218
LR-TFIDF,SPAM-0122,4,42,458,1,0.6408874988555908
LR-TFIDF,SPAM-0393,5,42,459,1,0.5970710515975952
LR-TFIDF,SPAM-0009,1,42,460,1,0.7582460045814514
LR-TFIDF,SPAM-0086,3,42,461,1,0.5704395174980164
LR-TFIDF,HAM-0408,1,42,463,0,0.5251851677894592
LR-TFIDF,SPAM-0196,2,42,464,1,0.47853556275367737
LR-TFIDF,HAM-0182,3,42,465,0,0.3862745761871338
LR-TFIDF,HAM-0130,4,42,467,0,0.5381627678871155
LR-TFIDF,HAM-0270,5,42,468,0,0.36040568351745605
LR-TFIDF,HAM-0318,1,42,469,0,0.5627380609512329
LR-TFIDF,HAM-0099,2,42,470,0,0.38545989990234375
LR-TFIDF,HAM-0124,3,42,471,0,0.3427366316318512
LR-TFIDF,HAM-0269,5,42,473,0,0.45186859369277954
LR-TFIDF,SPAM-0020,4,42,474,1,0.5146029591560364
LR-TFIDF,HAM-0471,1,42,475,0,0.40521934628486633
LR-TFIDF,SPAM-0398,2,42,477,1,0.6232357025146484
LR-TFIDF,SPAM-0283,3,42,478,1,0.5191441178321838
LR-TFIDF,HAM-0413,4,42,479,0,0.45990368723869324
LR-TFIDF,HAM-0221,5,42,480,0,0.3092048168182373
LR-TFIDF,SPAM-0480,2,42,482,1,0.5367104411125183
LR-TFIDF,SPAM-0413,1,42,483,1,0.5765523314476013
LR-TFIDF,HAM-0258,4,42,484,0,0.46281489729881287
LR-TFIDF,SPAM-0497,3,42,485,1,0.5689656138420105
LR-TFIDF,SPAM-0138,5,42,486,1,0.5510268807411194
LR-TFIDF,SPAM-0363,1,42,488,1,0.509211003780365
LR-TFIDF,HAM-0370,2,42,489,0,0.49681058526039124
LR-TFIDF,HAM-0272,3,42,490,0,0.43167123198509216
LR-TFIDF,SPAM-0019,4,42,492,1,0.4365612864494324
LR-TFIDF,SPAM-0247,5,42,493,1,0.497723251581192
LR-TFIDF,SPAM-0173,3,42,494,1,0.5884911417961121
LR-TFIDF,HAM-0273,2,42,495,0,0.459758996963501
LR-TFIDF,HAM-0009,4,42,497,0,0.4546333849430084
LR-TFIDF,HAM-0250,5,42,498,0,0.3968909978866577
LR-TFIDF,SPAM-0268,3,42,499,1,0.46193578839302063
LR-TFIDF,HAM-0248,1,42,500,0,0.36187222599983215
LR-TFIDF,SPAM-0437,1,42,502,1,0.5783997774124146
LR-TFIDF,HAM-0479,2,42,503,0,0.4887792468070984
LR-TFIDF,HAM-0342,4,42,504,0,0.44788527488708496
LR-TFIDF,SPAM-0281,5,42,505,1,0.6734711527824402
LR-TFIDF,HAM-0031,2,42,507,0,0.4754868447780609
LR-TFIDF,HAM-0192,1,42,508,0,0.3997306525707245
LR-TFIDF,HAM-0234,4,42,509,0,0.5185881853103638
LR-TFIDF,HAM-0259,3,42,510,0,0.4081636071205139
LR-TFIDF,SPAM-0376,5,42,512,1,0.48686444759368896
LR-TFIDF,HAM-0155,1,42,513,0,0.610089123249054
LR-TFIDF,HAM-0070,5,42,514,0,0.481159508228302
LR-TFIDF,HAM-0237,2,42,515,0,0.29591718316078186
LR-TFIDF,SPAM-0417,3,42,516,1,0.5489590764045715
LR-TFIDF,SPAM-0462,4,42,518,1,0.6878497004508972
LR-TFIDF,SPAM-0158,1,42,519,1,0.49353891611099243
LR-TFIDF,HAM-0077,2,42,520,0,0.30608344078063965
LR-TFIDF,SPAM-0161,3,42,521,1,0.5163869261741638
LR-TFIDF,SPAM-0115,4,42,523,1,0.7159756422042847
LR-TFIDF,SPAM-0032,5,42,524,1,0.6818705797195435
LR-TFIDF,SPAM-0149,1,42,525,1,0.5960716605186462
LR-TFIDF,HAM-0174,5,42,526,0,0.6240790486335754
LR-TFIDF,HAM-0173,2,42,528,0,0.30742523074150085
LR-TFIDF,SPAM-0176,3,42,529,1,0.5879062414169312
LR-TFIDF,SPAM-0003,4,42,530,1,0.4057311415672302
LR-TFIDF,SPAM-0352,3,42,532,1,0.47475770115852356
LR-TFIDF,SPAM-0347,1,42,533,1,0.5742964148521423
LR-TFIDF,SPAM-0012,2,42,534,1,0.7407785058021545
LR-TFIDF,HAM-0252,4,42,535,0,0.323843389749527
LR-TFIDF,SPAM-0419,5,42,537,1,0.5615228414535522
LR-TFIDF,SPAM-0317,3,42,538,1,0.524732232093811
LR-TFIDF,HAM-0201,1,42,539,0,0.48823803663253784
LR-TFIDF,SPAM-0284,2,42,540,1,0.6066615581512451
LR-TFIDF,SPAM-0291,4,42,541,1,0.7083820104598999
LR-TFIDF,SPAM-0388,5,42,542,1,0.6920202970504761
LR-TFIDF,SPAM-0407,4,42,544,1,0.4963699281215668
LR-TFIDF,SPAM-0461,1,42,545,1,0.5240050554275513
LR-TFIDF,SPAM-0265,2,42,547,1,0.4506150782108307
LR-TFIDF,SPAM-0135,3,42,548,1,0.47468864917755127
LR-TFIDF,HAM-0321,5,42,549,0,0.364721417427063
LR-TFIDF,SPAM-0223,3,42,550,1,0.4907572269439697
LR-TFIDF,SPAM-0476,4,42,551,1,0.5648714303970337
LR-TFIDF,HAM-0481,5,42,553,0,0.4075917899608612
LR-TFIDF,HAM-0101,1,42,554,0,0.4216868579387665
LR-TFIDF,SPAM-0415,2,42,555,1,0.5419340133666992
LR-TFIDF,SPAM-0010,1,42,556,1,0.9062761664390564
LR-TFIDF,SPAM-0309,2,42,558,1,0.5888064503669739
LR-TFIDF,SPAM-0311,3,42,559,1,0.6111918091773987
LR-TFIDF,SPAM-0229,4,42,560,1,0.5948808789253235
LR-TFIDF,HAM-0368,5,42,561,0,0.45482224225997925
LR-TFIDF,HAM-0478,2,42,563,0,0.41443151235580444
LR-TFIDF,HAM-0390,3,42,564,0,0.5312774777412415
LR-TFIDF,HAM-0290,1,42,565,0,0.4136231541633606
LR-TFIDF,SPAM-0066,4,42,567,1,0.5116625428199768
LR-TFIDF,SPAM-0435,3,42,313,1,0.4607221186161041
LR-TFIDF,SPAM-0383,5,42,568,1,0.5230644345283508
LR-TFIDF,HAM-0210,1,42,569,0,0.346200168132782
LR-TFIDF,SPAM-0099,2,42,570,1,0.4587562680244446
LR-TFIDF,SPAM-0293,5,42,572,1,0.5154346823692322
LR-TFIDF,HAM-0195,3,42,573,0,0.3907339572906494
LR-TFIDF,HAM-0217,4,42,574,0,0.39444440603256226
LR-TFIDF,HAM-0016,3,42,575,0,0.4153948128223419
LR-TFIDF,HAM-0341,1,42,577,0,0.38686949014663696
LR-TFIDF,HAM-0214,2,42,578,0,0.5042926073074341
LR-TFIDF,SPAM-0449,4,42,579,1,0.4871058762073517
LR-TFIDF,SPAM-0151,5,42,580,1,0.6148547530174255
LR-TFIDF,HAM-0193,2,42,582,0,0.4559629559516907
LR-TFIDF,SPAM-0484,5,42,583,1,0.43107619881629944
LR-TFIDF,HAM-0041,1,42,584,0,0.3505752384662628
LR-TFIDF,SPAM-0201,3,42,585,1,0.477498859167099
LR-TFIDF,HAM-0275,4,42,586,0,0.4710693657398224
LR-TFIDF,HAM-0196,5,42,588,0,0.4085330069065094
LR-TFIDF,SPAM-0049,4,42,589,1,0.5806083083152771
LR-TFIDF,HAM-0095,1,42,590,0,0.5680690407752991
LR-TFIDF,HAM-0380,2,42,591,0,0.5044096112251282
LR-TFIDF,SPAM-0456,3,42,593,1,0.5980522632598877
LR-TFIDF,SPAM-0384,5,42,594,1,0.46955910325050354
LR-TFIDF,HAM-0209,2,42,595,0,0.4134014844894409
LR-TFIDF,SPAM-0434,1,42,597,1,0.4998934268951416
LR-TFIDF,HAM-0398,4,42,598,0,0.3484812080860138
LR-TFIDF,SPAM-0364,3,42,599,1,0.5674008131027222
LR-TFIDF,SPAM-0043,5,42,600,1,0.4515129029750824
LR-TFIDF,SPAM-0438,1,42,601,1,0.5665176510810852
LR-TFIDF,HAM-0423,2,42,603,0,0.4026157855987549
LR-TFIDF,SPAM-0443,4,42,604,1,0.49940255284309387
LR-TFIDF,SPAM-0233,3,42,605,1,0.6581324934959412
LR-TFIDF,SPAM-0183,5,42,606,1,0.6390097141265869
LR-TFIDF,SPAM-0117,1,42,608,1,0.40954458713531494
LR-TFIDF,SPAM-0492,5,42,609,1,0.6033146977424622
LR-TFIDF,SPAM-0166,2,42,610,1,0.5486804842948914
LR-TFIDF,SPAM-0343,3,42,612,1,0.46766436100006104
LR-TFIDF,HAM-0189,4,42,613,0,0.4170387089252472
LR-TFIDF,HAM-0386,1,42,614,0,0.42396605014801025
LR-TFIDF,SPAM-0134,2,42,615,1,0.631547749042511
LR-TFIDF,SPAM-0308,3,42,617,1,0.5429295897483826
LR-TFIDF,HAM-0427,4,42,618,0,0.42109981179237366
LR-TFIDF,SPAM-0144,5,42,619,1,0.47684818506240845
LR-TFIDF,SPAM-0038,1,42,620,1,0.526298999786377
LR-TFIDF,SPAM-0278,3,42,622,1,0.6114307045936584
LR-TFIDF,HAM-0049,4,42,623,0,0.5044896602630615
LR-TFIDF,SPAM-0381,2,42,624,1,0.4658791422843933
LR-TFIDF,SPAM-0070,5,42,625,1,0.7128669619560242
LR-TFIDF,SPAM-0340,1,42,627,1,0.5258008241653442
LR-TFIDF,SPAM-0106,3,42,628,1,0.4556363523006439
LR-TFIDF,SPAM-0071,2,42,629,1,0.6867300271987915
LR-TFIDF,HAM-0063,4,42,630,0,0.5612822771072388
LR-TFIDF,HAM-0308,5,42,632,0,0.4578217566013336
LR-TFIDF,SPAM-0424,5,42,633,1,0.4741676449775696
LR-TFIDF,SPAM-0399,1,42,634,1,0.46703988313674927
LR-TFIDF,SPAM-0034,3,42,635,1,0.5240222811698914
LR-TFIDF,SPAM-0316,2,42,637,1,0.5748102068901062
LR-TFIDF,HAM-0243,4,42,638,0,0.4588789641857147
LR-TFIDF,SPAM-0403,1,42,639,1,0.429623007774353
LR-TFIDF,SPAM-0159,5,42,640,1,0.47911524772644043
LR-TFIDF,SPAM-0092,2,42,641,1,0.4965803027153015
LR-TFIDF,HAM-0327,3,42,642,0,0.5490096807479858
LR-TFIDF,SPAM-0153,4,42,644,1,0.5546519756317139
LR-TFIDF,SPAM-0378,1,42,645,1,0.4993135333061218
LR-TFIDF,SPAM-0328,3,42,647,1,0.5432543158531189
LR-TFIDF,HAM-0058,2,42,648,0,0.49653658270835876
LR-TFIDF,HAM-0223,4,42,649,0,0.44574567675590515
LR-TFIDF,SPAM-0248,5,42,650,1,0.39542925357818604
LR-TFIDF,HAM-0450,1,42,652,0,0.46704959869384766
LR-TFIDF,HAM-0412,4,42,653,0,0.41641169786453247
LR-TFIDF,HAM-0046,3,42,654,0,0.5273140072822571
LR-TFIDF,HAM-0251,2,42,655,0,0.43352803587913513
LR-TFIDF,HAM-0050,5,42,656,0,0.35547760128974915
LR-TFIDF,SPAM-0113,1,42,657,1,0.6493086218833923
LR-TFIDF,HAM-0035,3,42,659,0,0.3692449927330017
LR-TFIDF,SPAM-0109,5,42,660,1,0.4329881966114044
LR-TFIDF,HAM-0069,2,42,662,0,0.4740738868713379
LR-TFIDF,HAM-0212,4,42,663,0,0.36017680168151855
LR-TFIDF,HAM-0247,4,42,664,0,0.4483886659145355
LR-TFIDF,HAM-0017,1,42,665,0,0.5238924622535706
LR-TFIDF,SPAM-0296,2,42,666,1,0.6051311492919922
LR-TFIDF,HAM-0430,3,42,667,0,0.4892466962337494
LR-TFIDF,SPAM-0387,5,42,669,1,0.45177942514419556
LR-TFIDF,HAM-0194,2,42,670,0,0.49490660429000854
LR-TFIDF,HAM-0283,4,42,671,0,0.46970272064208984
LR-TFIDF,SPAM-0455,3,42,673,1,0.5486412644386292
LR-TFIDF,HAM-0472,1,42,674,0,0.42288950085639954
LR-TFIDF,SPAM-0319,5,42,675,1,0.4511430561542511
LR-TFIDF,HAM-0236,1,42,676,0,0.4400203824043274
LR-TFIDF,SPAM-0045,3,42,678,1,0.4628172218799591
LR-TFIDF,HAM-0435,5,42,679,0,0.5342722535133362
LR-TFIDF,SPAM-0058,2,42,680,1,0.5670894384384155
LR-TFIDF,HAM-0475,4,42,681,0,0.5255444645881653
LR-TFIDF,SPAM-0375,4,42,682,1,0.6063908934593201
LR-TFIDF,SPAM-0225,1,42,684,1,0.4959416389465332
LR-TFIDF,HAM-0229,2,42,685,0,0.42593520879745483
LR-TFIDF,SPAM-0042,3,42,687,1,0.6075270175933838
LR-TFIDF,HAM-0403,5,42,688,0,0.41176122426986694
LR-TFIDF,SPAM-0405,3,42,689,1,0.4650900959968567
LR-TFIDF,HAM-0183,4,42,690,0,0.4954169988632202
LR-TFIDF,HAM-0357,1,42,692,0,0.4027376174926758
LR-TFIDF,SPAM-0346,2,42,693,1,0.6220540404319763
LR-TFIDF,SPAM-0286,5,42,694,1,0.5776478052139282
LR-TFIDF,SPAM-0053,2,42,695,1,0.5441715717315674
LR-TFIDF,HAM-0083,1,42,697,0,0.3189244866371155
LR-TFIDF,HAM-0385,3,42,698,0,0.39177757501602173
LR-TFIDF,HAM-0387,4,42,699,0,0.47938016057014465
LR-TFIDF,HAM-0460,5,42,700,0,0.4893909990787506
LR-TFIDF,HAM-0392,1,42,701,0,0.5401114225387573
LR-TFIDF,HAM-0431,2,42,703,0,0.3379359245300293
LR-TFIDF,SPAM-0401,3,42,704,1,0.5776318907737732
LR-TFIDF,SPAM-0368,4,42,705,1,0.5671108961105347
LR-TFIDF,HAM-0139,5,42,706,0,0.3216550648212433
LR-TFIDF,HAM-0185,1,42,707,0,0.4010522961616516
LR-TFIDF,HAM-0294,2,42,709,0,0.4283234775066376
LR-TFIDF,HAM-0033,3,42,710,0,0.46959537267684937
LR-TFIDF,HAM-0071,4,42,712,0,0.5014309287071228
LR-TFIDF,HAM-0062,5,42,713,0,0.39800575375556946
LR-TFIDF,SPAM-0055,5,42,714,1,0.6322957277297974
LR-TFIDF,HAM-0066,1,42,715,0,0.46158185601234436
LR-TFIDF,SPAM-0218,2,42,716,1,0.5316588282585144
LR-TFIDF,HAM-0434,3,42,718,0,0.5408744812011719
LR-TFIDF,HAM-0047,4,42,719,0,0.3935818672180176
LR-TFIDF,HAM-0075,1,42,720,0,0.4557434916496277
LR-TFIDF,SPAM-0093,2,42,721,1,0.6026095151901245
LR-TFIDF,SPAM-0273,3,42,722,1,0.5416267514228821
LR-TFIDF,HAM-0261,4,42,724,0,0.40133923292160034
LR-TFIDF,HAM-0406,5,42,725,0,0.4071541130542755
LR-TFIDF,HAM-0316,1,42,727,0,0.519281268119812
LR-TFIDF,SPAM-0189,2,42,728,1,0.6876408457756042
LR-TFIDF,HAM-0474,3,42,729,0,0.47414618730545044
LR-TFIDF,SPAM-0073,4,42,730,1,0.45193055272102356
LR-TFIDF,SPAM-0262,5,42,732,1,0.5492623448371887
LR-TFIDF,HAM-0468,3,42,733,0,0.44623005390167236
LR-TFIDF,SPAM-0279,1,42,734,1,0.5282129645347595
LR-TFIDF,SPAM-0026,2,42,735,1,0.5579360127449036
LR-TFIDF,HAM-0465,4,42,737,0,0.4298068881034851
LR-TFIDF,HAM-0057,5,42,738,0,0.3677280843257904
LR-TFIDF,HAM-0457,2,42,739,0,0.45277953147888184
LR-TFIDF,SPAM-0023,3,42,740,1,0.46202120184898376
LR-TFIDF,SPAM-0483,1,42,742,1,0.5543698668479919
LR-TFIDF,SPAM-0098,4,42,743,1,0.42941373586654663
LR-TFIDF,SPAM-0422,5,42,744,1,0.5842123627662659
LR-TFIDF,HAM-0211,4,42,745,0,0.5548981428146362
LR-TFIDF,SPAM-0271,1,42,746,1,0.7485820055007935
LR-TFIDF,HAM-0120,5,42,747,0,0.3151860237121582
LR-TFIDF,SPAM-0033,3,42,749,1,0.4731081426143646
LR-TFIDF,SPAM-0334,2,42,750,1,0.5386710166931152
LR-TFIDF,HAM-0169,1,42,751,0,0.49791327118873596
LR-TFIDF,SPAM-0050,2,42,753,1,0.6029067635536194
LR-TFIDF,SPAM-0313,3,42,754,1,0.6008981466293335
LR-TFIDF,HAM-0208,4,42,755,0,0.43569326400756836
LR-TFIDF,SPAM-0061,5,42,757,1,0.4815449118614197
LR-TFIDF,SPAM-0306,1,42,758,1,0.606940746307373
LR-TFIDF,HAM-0115,2,42,759,0,0.4729139804840088
LR-TFIDF,SPAM-0078,3,42,760,1,0.49681776762008667
LR-TFIDF,HAM-0080,4,42,761,0,0.35417577624320984
LR-TFIDF,HAM-0371,5,42,762,0,0.5737142562866211
LR-TFIDF,SPAM-0041,1,42,764,1,0.6343256235122681
LR-TFIDF,SPAM-0320,2,42,765,1,0.4286292791366577
LR-TFIDF,SPAM-0039,5,42,766,1,0.4956524968147278
LR-TFIDF,SPAM-0111,3,42,768,1,0.5676190853118896
LR-TFIDF,SPAM-0197,4,42,769,1,0.6201271414756775
LR-TFIDF,HAM-0254,3,42,770,0,0.4541308879852295
LR-TFIDF,SPAM-0181,1,42,772,1,0.4378116726875305
LR-TFIDF,SPAM-0051,2,42,773,1,0.5593350529670715
LR-TFIDF,HAM-0483,4,42,774,0,0.317714661359787
LR-TFIDF,SPAM-0063,5,42,775,1,0.497184157371521
LR-TFIDF,SPAM-0219,1,42,776,1,0.4831368923187256
LR-TFIDF,HAM-0426,2,42,777,0,0.33688485622406006
